,Scenario,SOW,Temp_Limit,Delay,GDP,Pop,Other_ESD_Drivers,SDR,Elast_ESD_Driver,Elast_ESD_Price,CO2_Storage_Poten,Wind_Poten,Solar_Poten,Biomass_Poten,Oil_Gas_Poten,Solar_PV_Inv_Cost,Wind_Inv_Cost,Bioenergy_CCS_Inv_Cost,Other_Tech_Cost,Forcing,Land_Sinks,Clim_Sens,Year,Temp_Change,Rad_Forcing,CO2_Conc,CH4_Conc,N20_Conc,Carbon,CO2eq,Marg_CO2_Cost,GSupply,GSupply_Bioenergy,GSupply_Fossil,GSupply_Geothermal,GSupply_Nuclear,GSupply_Solar,GSupply_Tidal_Waves,GSupply_Wind,GConsumption,GConsumption_Fossil,GConsumption_Nuclear,GConsumption_Renewable,GCost
2450,2C_SSP2,466,2.0,15,1.15298,1.04024,1.05488,3.93887,1.03918,1.09483,1.19916,0.94838,1.17585,1.03993,1.06937,1.17381,1.12607,1.00553,1.04586,1.08126,1.13322,2.5,2050,1.833747348,3.447202227,479.6504776,1606.330426,355.51413,6.476221723,23.74830506,63.45893831,38.73504536,,2.042553048,2.183365707,4.714347695,13.31342732,2.709892723,8.290777271,839.5021771,501.4601591,48.70511958,289.3368984,27.51466185
2451,2C_SSP2,467,2.0,15,1.09298,1.04845,1.0704,4.54039,1.10776,1.08262,1.17683,1.21892,1.10633,1.1326,1.02008,1.17162,1.1843,1.03892,1.12095,1.0901,1.01594,2.5,2050,1.839375966,3.465970708,480.9886365,1615.38621,355.5726895,6.553706859,24.03244305,71.16215413,41.42094014,,2.736908672,2.160328943,4.768689071,15.06574399,2.782216983,8.467071653,891.7639199,529.0198937,49.26461838,313.4794078,29.57865612
2452,2C_SSP2,468,2.0,15,1.10906,0.998439,0.883888,3.90359,0.940633,0.989486,1.07621,1.07992,1.07204,1.03604,1.07023,0.932424,1.23308,1.11268,1.17105,0.92876,1.12206,3.4,2050,1.989401716,2.745247577,422.7461059,1522.214585,354.9807855,0.912198707,3.345032659,151.0391944,37.04756994,,6.452143489,1.980670687,4.504940065,9.659285538,2.364722311,6.9283874,747.2310558,381.7270152,46.54905862,318.954982,25.65155599
2453,2C_SSP2,469,2.0,15,1.07734,1.06721,0.906712,3.00401,0.965154,1.04333,1.09968,1.08663,1.0185,1.10005,1.0736,0.984695,1.04972,1.02933,1.1536,1.04958,0.982957,3.1,2050,1.957207258,2.986607435,442.3453881,1549.977938,355.1483731,2.774960262,10.17577928,106.9795348,35.91921301,,3.62830725,2.019197123,4.491713555,9.831827228,1.933,8.447725935,747.1300525,398.0569884,46.41287848,302.6601856,24.07133063
2454,2C_SSP2,470,2.0,15,1.11696,1.03683,0.951929,3.10206,0.900202,0.97851,0.937512,1.10118,1.03714,1.09973,0.960814,1.20267,1.24323,1.1784,1.16403,1.03821,1.09842,3.4,2050,1.987558729,2.743618647,422.724375,1517.710568,354.9741496,1.018207047,3.733765241,134.7479863,35.6702306,,6.347394205,2.063295187,4.482301645,9.061282513,2.118018898,6.032977246,722.9235747,357.7773155,46.31597345,318.8302857,24.11025951
2455,2C_SSP2,471,2.0,15,1.18248,1.03067,0.866644,4.86882,1.07186,1.18218,1.10759,1.12622,1.12172,1.34893,0.998849,0.984095,0.996629,0.988278,1.07071,1.06856,1.12484,3.0,2050,1.953428811,3.085068302,450.2414127,1563.916659,355.3483492,3.141847916,11.52115631,132.0847019,43.02727536,,5.873189524,1.996890859,4.723382651,13.15792989,2.279,9.812928758,905.8841656,488.3961224,48.79814348,368.6898997,29.98639391
2456,2C_SSP2,473,2.0,15,1.06389,1.04745,1.10368,4.33281,1.04086,1.1122,1.26399,0.987885,1.06978,1.01244,1.11767,1.00186,1.06104,0.992074,1.10298,1.12948,1.05807,3.2,2050,1.968596077,2.907528184,435.8079229,1544.986381,355.1415198,2.047892165,7.509620569,143.6984501,41.42338366,,6.099754348,2.021986525,4.65153245,11.48724082,2.330449269,9.466544889,823.4164369,439.7159824,48.05837382,335.6420806,28.60664386
2459,2C_SSP2,476,2.0,15,1.08361,1.04344,0.960791,3.66902,1.00549,1.3466,1.40256,0.937035,1.05979,1.15389,1.04694,1.17088,0.977198,1.01122,1.05004,1.02943,1.00214,3.0,2050,1.941804806,3.058472456,448.2165176,1556.450255,355.2375687,3.325900315,12.19607646,101.3713344,37.62751124,,4.088799904,1.994809807,4.614687737,9.931729336,2.117820638,9.456577906,786.1723981,424.3571187,47.67902065,314.1362588,25.78992592
2461,2C_SSP2,478,2.0,15,1.14124,1.02566,0.913057,4.98587,1.05291,0.998322,0.939982,1.00498,1.06371,0.981671,1.13821,0.908371,1.169,0.978106,1.10121,0.962916,1.06478,2.8,2050,1.906590784,3.217936282,461.016229,1580.236071,355.3945242,4.634851245,16.99599952,101.7986097,39.7005017,,3.586479257,2.174318695,4.474947971,13.44608427,2.518451397,8.453045447,844.775115,495.921425,46.24026002,302.61343,28.8766215
2462,2C_SSP2,479,2.0,15,1.04901,1.01418,1.06497,3.3118,1.03815,1.02001,0.927242,1.02898,1.14609,1.13785,1.00968,0.938165,1.08835,0.879734,1.08846,1.0203,1.12402,2.9,2050,1.917197313,3.12276177,453.2649173,1570.708377,355.2766003,4.042149126,14.82256085,90.6599599,38.91565073,,3.430804417,2.037257463,4.619040353,12.20265777,2.473828437,8.482806155,806.2781995,442.8800101,47.72383519,315.6743543,25.94793469
2463,2C_SSP2,480,2.0,15,1.09457,1.0168,1.04687,3.98534,1.01007,0.865336,1.03628,0.996065,1.09102,1.02666,1.0477,1.07219,0.92,1.10353,1.12758,0.953684,1.05768,3.3,2050,1.976967966,2.823319865,428.9631952,1535.451829,355.0944083,1.558035657,5.713316754,151.6778876,40.92719761,,6.358178501,1.962721412,4.614541281,10.53976202,2.297051405,9.874109534,807.4464948,420.4735398,47.67751274,339.2954423,27.68899692
2464,2C_SSP2,481,2.0,15,1.03578,1.01859,0.890563,4.1263,1.01125,1.30373,0.954349,1.00469,1.19153,1.22986,1.01626,1.27546,1.07213,0.94341,1.00555,0.914423,1.14065,2.9,2050,1.918956148,3.122293657,453.5195103,1559.423276,355.2422332,3.943704996,14.46156622,84.33457828,35.57211827,,3.1332899,1.953823688,4.657927826,10.1802664,2.401850948,7.82105307,770.1073356,422.7386716,48.12422061,299.2444434,25.37043792
2465,2C_SSP2,482,2.0,15,0.96851,0.978036,0.943069,3.88837,0.993445,0.969576,1.28207,1.07593,0.91443,1.12817,1.01612,1.18155,1.02716,1.2324,1.18701,1.08701,1.1236,2.9,2050,1.917338461,3.117690098,453.3249706,1552.236098,355.1957779,3.982364435,14.60333038,79.54983162,33.87734332,,1.882252509,1.945567387,4.295991272,9.427419968,2.617215903,8.410722389,721.7662944,400.5437188,44.39772185,276.8248538,24.18339294
2467,2C_SSP2,484,2.0,15,1.0557,1.04162,0.922006,4.28874,0.975206,0.907554,0.931781,1.0979,1.2923,1.23337,1.05945,1.1872,1.06889,0.90467,1.1478,0.912465,1.14999,2.1,2050,1.659112499,3.607476777,492.2768904,1640.846792,355.5536162,7.559173722,27.71949004,22.46378315,31.94881397,,2.77979203,1.933294322,4.516951884,7.840512527,2.55506867,7.251841091,754.1919273,455.1093213,46.67273231,252.4098736,24.57643883
2468,2C_SSP2,485,2.0,15,1.19796,0.977418,1.18948,3.6574,0.994545,0.994264,1.12347,1.08842,1.20885,1.06263,1.01994,0.937495,1.10185,1.3032,1.06078,1.05466,1.15609,3.3,2050,1.976356914,2.823138088,428.7821477,1541.688392,355.1261489,1.622388163,5.949297394,156.2733896,42.84795842,,6.495680455,2.093863447,4.728144485,12.59924529,2.456249022,9.077889362,833.507055,431.0068136,48.84717133,353.65307,28.48810585
2469,2C_SSP2,486,2.0,15,0.971708,0.959713,1.04014,3.81043,0.995822,1.1388,1.21063,0.949648,1.03031,1.03185,1.04577,1.07751,1.0433,1.04782,1.02744,0.982076,1.02416,4.2,2050,2.074757497,2.285979569,385.3578083,1474.31674,354.5408888,-1.959744307,-7.186382374,280.8319194,51.26912023,,11.60471524,2.048264233,4.833505973,16.93984827,2.001707388,8.463606132,770.5177028,333.7788651,49.93145961,386.8073781,31.39864691
2470,2C_SSP2,487,2.0,15,1.07191,0.980275,1.13574,2.48466,0.918409,1.01932,0.963606,1.02134,0.960856,1.18286,1.011,0.973709,1.07861,1.13382,1.04343,1.0401,1.0517,2.5,2050,1.801825401,3.346016105,471.4188381,1596.48915,355.323249,5.282872137,19.37229213,45.48716444,32.28058738,,1.581923946,1.976455479,4.29739418,9.140194634,2.409150445,6.804320666,710.4264532,395.21412,44.41216619,270.800167,22.43549581
2471,2C_SSP2,488,2.0,15,1.07264,1.02356,1.17404,4.59782,1.03519,1.16332,0.970634,0.940703,1.15138,1.23114,1.06344,0.960241,1.10322,1.04704,1.05956,0.956776,1.05229,2.3,2050,1.767035988,3.581468596,490.2547254,1633.562864,355.6096801,7.518420503,27.57004798,37.16788622,36.14890996,,2.515894107,2.065472526,4.463919529,10.73900682,2.649548516,8.443249272,815.8881739,490.9157246,46.12671118,278.8457382,27.5157782
2472,2C_SSP2,489,2.0,15,1.03874,0.992121,0.974613,4.08888,1.03714,1.12722,0.981332,0.845262,1.16322,1.10136,1.02715,0.949449,1.13268,1.09804,1.09666,1.08375,0.97405,3.1,2050,1.961710432,2.992028849,442.8613538,1547.504527,355.1623608,2.614051628,9.58572732,125.8438943,38.94422936,,4.731378813,1.974976207,4.593436222,11.74895712,2.30850753,8.23810905,796.4047261,427.95315,47.46021505,320.991361,26.91790729
2473,2C_SSP2,490,2.0,15,1.12048,1.03618,0.958264,4.20804,0.9237,1.31906,1.45145,1.03456,1.13412,0.875714,1.0414,1.24033,1.03604,0.896632,1.0118,1.10063,1.07487,2.8,2050,1.90766514,3.211151976,461.0263239,1558.153403,355.3014332,4.294066524,15.74634194,73.30395893,33.40199358,,2.089142878,1.950845381,4.771880857,8.842813182,2.474136434,8.190085358,713.9123638,414.2124659,49.29748102,250.4024169,24.69516334
2475,2C_SSP2,492,2.0,15,1.13979,1.05807,0.923702,4.03492,0.998237,1.20529,1.15756,0.970948,1.07503,1.13667,1.04623,1.04115,1.08561,1.11666,1.12771,0.92839,1.097,3.8,2050,2.024016755,2.473206987,400.0310798,1514.501643,354.9030904,-0.806933789,-2.959026204,240.2445721,45.36977753,,11.73064563,1.98585688,4.788404173,10.6887847,2.296445422,8.587833775,836.4330173,404.7991539,49.46760508,382.1662583,29.90237992
2476,2C_SSP2,493,2.0,15,1.09896,0.992982,0.946673,3.33211,0.977112,1.00688,0.986743,0.946277,1.27741,0.962339,1.01323,0.789513,1.11517,0.933838,1.01957,0.959955,1.18261,2.8,2050,1.900927933,3.205726201,460.2232878,1572.046795,355.2792725,4.633102205,16.98958579,75.25354294,35.43399731,,2.098620308,1.997408166,4.413651409,10.93414568,2.438908687,7.88113883,751.8058088,432.2044482,45.60915062,273.9922099,24.45611056
2478,2C_SSP2,495,2.0,15,1.00236,1.02014,0.972742,2.7171,0.942969,1.17418,0.877168,0.943486,1.20432,1.37425,1.02365,1.14491,1.09163,0.897962,0.96198,1.03636,1.04175,3.7,2050,2.0,2.513831197,403.6745936,1506.110853,354.8745538,0.478025216,1.752918467,116.5230331,36.62168459,,9.680547774,1.848024355,4.328868212,8.046927139,1.808628264,5.500549293,735.6966966,338.9764436,44.73457011,351.9856828,23.71209426
2479,2C_SSP2,496,2.0,15,1.07667,0.981966,0.969352,4.40144,0.957856,1.16407,0.955504,1.02734,1.23537,1.2725,1.01646,0.954573,1.12321,1.00674,1.07348,0.933732,1.08936,3.3,2050,1.980106712,2.822936295,429.2343173,1524.264248,355.013102,1.281386512,4.69884434,133.8476735,37.05483469,,6.313220061,1.951707445,4.572434679,9.35184165,2.235946816,7.616158173,771.1238864,379.1530031,47.24398317,344.7269002,26.25382726
2480,2C_SSP2,497,2.0,15,1.08138,1.08113,1.05982,3.5736,0.886015,0.934803,0.982754,1.15069,1.00794,0.839003,1.15108,1.10546,1.16767,1.04973,1.05511,0.981072,1.04129,4.9,2050,2.23443776,2.192147314,378.8410717,1423.786005,354.0883096,-2.917345622,-10.6979064,575.8535697,60.44163884,,9.865471416,2.879946586,5.019228825,24.53242193,2.62071904,9.846796226,715.5023574,271.0047537,51.8441757,392.653428,38.54245924
2481,2C_SSP2,498,2.0,15,1.09665,1.01568,1.05459,3.84127,1.10207,1.13519,1.04501,0.879579,1.01624,0.957141,1.02595,0.943446,1.12217,1.14916,1.05376,0.991898,1.05331,3.4,2050,1.985435159,2.745339643,422.1987411,1543.033419,355.0942569,1.216589328,4.461233066,219.3353823,47.17377155,,8.030326639,2.059377468,4.661267265,14.65990517,2.460698851,9.757729534,875.1095514,468.2084388,48.15860348,358.7425092,30.72392128
2482,2C_SSP2,499,2.0,15,1.02441,1.01036,1.02642,4.27296,0.969779,0.943795,1.15922,0.860555,1.27356,1.17812,0.960292,0.992097,1.12546,1.21233,1.03427,1.13615,1.04319,4.7,2050,2.176767843,2.165620393,375.8232265,1452.079605,354.351327,-3.598278851,-13.19488855,426.9434366,58.16712953,,13.53816198,2.056183175,4.978792135,20.584053,2.387954555,9.276311576,809.6079051,310.1612707,51.42783954,448.0187949,37.6668169
2484,2C_SSP2,501,2.0,15,1.09694,1.01358,1.08686,4.25813,1.01941,1.30564,0.988563,1.01828,0.98543,0.953976,1.05295,1.07928,1.01515,1.07925,1.14894,1.0162,1.16697,3.6,2050,2.0,2.599467053,410.5212484,1519.982542,354.9561761,0.488658099,1.791909249,201.4556555,43.72367994,,9.758929945,1.944799302,4.657562485,10.89941052,2.06287417,9.090437683,809.9899332,425.3171295,48.12045906,336.5523446,29.31564198
2485,2C_SSP2,502,2.0,15,1.13955,1.00382,1.04292,4.05834,1.00841,1.03841,1.06674,0.93269,1.10775,1.22583,1.0117,1.10731,1.1082,0.920307,1.03218,1.01189,1.09887,3.9,2050,2.029892599,2.412206064,394.993937,1511.043085,354.835715,-1.031427942,-3.782246263,227.9578513,47.57340085,,12.92678384,2.03353235,4.855106802,12.31463441,2.271428455,7.882329874,864.5265413,406.0455778,50.15437534,408.3265882,30.93843097
2487,2C_SSP2,504,2.0,15,1.01979,0.995139,0.987378,4.3127,1.09059,1.0592,1.11002,0.967299,1.27143,1.3465,1.03063,1.22215,1.05858,0.856158,1.04465,1.10017,1.04779,2.1,2050,1.664941192,3.635223678,494.3030225,1652.597554,355.6147543,8.194403102,30.04887618,28.4606835,36.19459232,,2.573015012,2.063510415,4.396125139,10.63111182,2.583829359,8.500022953,842.3065924,508.0648385,45.42870015,288.8130538,26.9503626
2488,2C_SSP2,505,2.0,15,1.01558,0.984302,1.01386,4.50782,1.02776,1.09322,1.032,0.984542,1.10856,1.16606,0.993889,1.03348,1.05616,0.892302,1.12717,1.10765,1.1779,3.0,2050,1.949511872,3.074172023,449.5796999,1555.142027,355.2105976,3.203590555,11.74756657,106.1106064,37.36856197,,4.347902445,1.965711352,4.584895491,10.4524914,2.297935167,8.64746446,783.2224887,425.8723242,47.37227969,309.9778848,26.76932629
2490,2C_SSP2,507,2.0,15,1.01781,0.980171,1.11987,4.4032,1.01494,1.25181,1.08719,1.19923,1.17361,0.91732,1.09598,0.899921,1.08463,0.850778,1.07558,1.10882,1.11737,4.1,2050,2.07889629,2.372622068,392.4333925,1482.567593,354.6147947,-1.232938615,-4.521185901,308.4014773,51.094685,,10.32358561,2.041352573,4.855106802,17.23197273,2.461310762,8.911190505,778.728122,364.3164848,50.15437534,364.2572618,33.41987625
2492,2C_SSP2,509,2.0,15,0.995907,1.0423,1.01764,3.6136,0.947223,0.984811,1.26853,1.04544,1.07167,1.05898,1.1112,0.967218,1.10108,0.916134,1.12216,1.09858,1.04462,3.4,2050,1.988697466,2.744505488,422.8476823,1515.885393,354.9646368,0.89114909,3.267843713,139.1776905,36.18976,,6.720644241,1.945756653,4.36757632,8.849245742,1.94541172,6.984313935,720.7622618,360.2477411,45.1347615,315.3797592,24.81708587
2493,2C_SSP2,510,2.0,15,0.999887,1.00392,1.00383,4.19167,1.2,1.05363,1.07335,1.10278,1.25269,1.03891,1.01924,1.07087,1.10067,1.13746,1.02699,1.02079,1.1381,3.3,2050,1.975716993,2.823537041,428.4339034,1555.974056,355.2077695,1.66778844,6.115780209,218.7724483,49.6100688,,8.356260199,2.075058373,4.570651023,17.00071694,2.297946345,9.815508945,926.6917217,496.9589314,47.22561864,382.5071717,32.23291572
2494,2C_SSP2,511,2.0,15,1.06765,1.02853,0.995967,3.80032,1.13688,1.31045,0.95169,1.10574,1.18701,0.970112,1.04815,0.9252,1.12265,1.17248,1.15509,1.0424,1.02725,3.2,2050,1.966010408,2.907558811,435.4086344,1560.104819,355.2189526,2.282112209,8.36850547,182.0211773,46.35494035,,6.8301238,2.096382057,4.403656351,15.75495649,2.314236653,9.511555149,887.6776131,487.1066857,45.5062415,355.0646859,30.4133219
2495,2C_SSP2,512,2.0,15,1.05101,1.02043,1.03448,3.84684,0.925029,0.983781,1.05775,0.900582,1.13064,1.02958,1.04839,1.10806,0.912963,1.17802,1.17346,1.2,1.12926,2.9,2050,1.918317732,3.117910158,453.3981889,1550.071203,355.1960639,3.943953757,14.46247843,76.82362586,32.92891822,,1.606282742,1.947474697,4.440285573,8.241876085,2.558561079,8.867453679,700.662514,392.0837408,45.88337597,262.6953972,23.96107328
2496,2C_SSP2,513,2.0,15,1.06904,1.03108,0.924065,4.84099,1.03446,1.06775,0.934339,1.12433,1.0607,0.924156,1.09398,1.07711,0.935098,1.11311,1.04035,1.01819,1.11536,3.5,2050,2.0,2.678480678,417.0405132,1525.037255,355.0068163,0.655784137,2.40476043,210.3706463,42.93740455,,8.414007248,1.912691877,4.808673985,10.86332664,2.308035612,9.699549781,812.7241842,430.0816544,49.67630306,332.9662267,29.41062739
2497,2C_SSP2,514,2.0,15,1.09103,0.966877,1.03525,3.32472,0.915298,1.12838,1.14354,0.896853,1.0922,1.14968,0.984936,1.05796,1.15296,1.00346,0.951603,0.916385,1.06454,2.5,2050,1.829481983,3.427897756,478.2752621,1597.900419,355.3608775,5.84026965,21.41626881,41.82721375,31.21819779,,1.722370994,1.945334924,4.688659445,7.848883981,2.530936497,6.949369718,710.8988744,408.2928804,48.44063336,254.1653607,23.07304252
2498,2C_SSP2,515,2.0,15,1.0867,0.972947,0.950907,3.68149,1.04457,1.07242,1.16782,1.08255,1.14386,1.04556,1.01252,0.939654,1.05794,0.945995,1.02151,1.0008,1.04365,3.2,2050,1.967645289,2.907672832,435.7767155,1546.737523,355.1380374,2.137030913,7.836492358,140.9374006,41.43394713,,6.181108523,2.067163283,4.622256104,11.73525882,2.294878147,9.188449668,825.7982046,436.502649,47.75694456,341.538611,27.32507292
2499,2C_SSP2,516,2.0,15,1.10131,1.023,1.08252,3.50023,0.930194,1.02088,1.00388,0.997748,0.966167,1.05702,1.07154,1.22592,1.0845,0.983509,1.00364,1.0427,1.06136,3.1,2050,1.961561304,2.990782491,442.9357849,1540.736175,355.1293904,2.659659211,9.752970327,110.3620914,35.74109099,,4.179711692,2.075524653,4.508827099,9.231180004,2.094401292,8.170808648,733.559133,392.0306878,46.58907953,294.9393657,24.71635013
2500,2C_SSP2,517,2.0,15,1.06953,0.995293,1.00472,6.0,1.04827,0.911873,0.873502,0.936504,1.30062,1.08321,1.00832,1.19989,1.08,1.05993,1.11334,0.924709,1.0924,2.2,2050,1.739686131,3.680632787,498.2926636,1644.57817,355.7752122,8.395015669,30.78452246,30.68076489,35.43524505,,3.640629788,2.062315476,4.376241062,9.277912174,2.673560588,8.825783218,822.4105499,520.1484712,45.22397369,257.038105,28.79013363
2501,2C_SSP2,518,2.0,15,1.04069,1.01788,1.00662,3.74984,0.966944,1.06856,1.20639,0.911109,1.057,1.1232,1.13701,0.981626,1.01106,1.26418,1.0653,1.00252,1.22342,2.6,2050,1.855591834,3.351251624,472.2408268,1581.133497,355.3532651,5.382115718,19.73621834,55.83918744,33.34315541,,1.637893381,1.947343835,4.572086533,9.16111658,2.586214168,8.015119373,731.9434344,420.1820572,47.24039866,264.5209786,24.21319093
2502,2C_SSP2,519,2.0,15,1.08072,1.0658,0.888121,5.06312,1.02486,1.00774,1.02357,0.916138,0.956718,1.20775,1.02886,1.08151,1.1663,1.15075,1.0973,0.941676,1.07321,3.2,2050,1.971998014,2.906070528,435.7576977,1542.000689,355.1528289,1.753792104,6.431155645,145.1324173,39.28311995,,6.111710481,1.965380577,4.602900022,10.72818452,2.279,8.57183109,828.2651179,428.8500702,47.55765434,351.8573934,28.50950947
2503,2C_SSP2,520,2.0,15,1.17946,1.04111,0.961265,3.97315,0.942148,1.09092,1.16457,1.03344,1.12572,1.17899,1.00595,0.928178,1.18092,1.14883,1.10762,0.974339,1.10457,3.3,2050,1.977827785,2.822841305,429.0616427,1530.336864,355.0570537,1.512098442,5.544864987,138.1544467,38.13962826,,5.973249305,1.968685626,4.539682491,10.1672963,2.279,8.007459025,786.3404844,396.6150731,46.90676664,342.8186447,26.41717652
2504,2C_SSP2,521,2.0,15,1.05869,1.02819,0.997793,5.87381,0.966066,1.11933,1.11798,1.0114,1.05598,1.09173,1.14248,0.934637,1.04486,1.08278,1.22756,1.0196,1.09305,3.4,2050,2.0,2.763519919,424.3736801,1518.483571,355.0080932,0.647998732,2.37621135,168.6079939,37.82902115,,7.307131376,1.944756216,4.364979832,9.033461963,2.306073379,8.42792102,754.144458,379.9063402,45.10802806,329.1300897,28.79696995
2505,2C_SSP2,522,2.0,15,1.0678,1.05871,0.99036,4.49723,0.988779,1.00238,1.11222,1.13667,1.31801,1.25038,1.07177,1.29689,1.08885,1.15601,1.03659,1.06432,0.965966,3.5,2050,2.0,2.667297491,416.1207312,1524.306257,354.9896527,0.199481612,0.731499071,161.793351,39.93326209,,8.562629147,1.960560088,4.647943863,10.01156137,2.057888722,7.562636102,798.2556041,389.0282904,48.02142573,361.205888,27.90948489
2506,2C_SSP2,523,2.0,15,0.980566,1.05552,0.952396,3.28306,1.06384,0.785353,1.04204,0.967059,1.16631,0.972864,1.01017,0.932793,1.04786,1.08002,1.0799,1.09173,1.0814,2.3,2050,1.734622849,3.481273086,482.2403881,1618.107095,355.4510863,6.729335153,24.67647201,45.1141647,35.81426353,,1.346950205,1.968673154,4.321798861,11.91185907,2.560219252,8.047198073,782.4409939,470.9627844,44.66343678,266.8147728,24.886356
2507,2C_SSP2,524,2.0,15,1.04558,1.0132,1.0621,3.05863,0.945354,0.874288,1.07743,0.997371,1.37397,1.10475,1.08752,1.04602,1.13201,1.07193,1.10189,1.03434,1.151,3.2,2050,1.96700402,2.907212966,436.0578684,1534.839893,355.0626352,2.281755055,8.367195787,113.9509056,35.9420545,,4.693960465,2.005668944,4.603218884,9.659983136,2.063602731,7.381528416,733.7305065,378.6229538,47.56093735,307.5466153,24.07793909
2508,2C_SSP2,525,2.0,15,1.05185,1.04048,0.880116,4.14238,0.976159,1.12486,1.06723,0.923806,1.24984,0.907207,1.06864,1.22288,1.20636,0.960111,1.14085,1.06226,1.20081,2.8,2050,1.904945113,3.207203515,460.5905029,1562.263291,355.2978338,4.475184319,16.4105009,75.50721751,33.89420775,,2.092171834,2.048428255,4.534413807,10.45239698,2.55356591,7.047368952,731.8995664,427.0351001,46.85252027,258.011946,24.81603915
2509,2C_SSP2,526,2.0,15,1.20828,1.00912,1.05306,4.31611,0.8,1.10826,1.04066,1.19156,0.768524,1.07808,0.984028,1.02184,1.11541,1.08713,1.10789,1.07436,1.01972,2.7,2050,1.896904111,3.313490786,469.5463592,1562.210455,355.3144457,4.566535957,16.74548735,56.0416484,29.4470365,,1.768908005,1.975665475,4.536393508,6.909531624,2.57820731,6.680159928,652.9830764,366.0896393,46.87290327,240.0205338,23.04618906
2510,2C_SSP2,527,2.0,15,1.00038,0.958918,1.0538,4.18551,0.961418,0.973656,1.12035,1.01167,1.04661,1.13625,1.11025,1.02193,1.01927,0.87645,1.06289,0.950788,1.02878,2.6,2050,1.863159621,3.371576064,473.9878319,1579.518137,355.3807261,5.336568354,19.56919615,53.46617407,32.29703151,,1.755365881,1.943593699,4.697509235,7.943158985,2.574511373,8.27536392,715.358333,411.0309631,48.5317508,255.7956191,24.28448193
2511,2C_SSP2,528,2.0,15,1.08013,1.02607,0.915664,4.92672,0.85967,1.01715,1.17651,1.12917,1.22167,1.06181,1.02289,1.24205,1.12137,0.871173,1.0249,0.879335,1.08841,2.0,2050,1.610036239,3.645815225,495.4811359,1641.830726,355.562863,7.810536643,28.64123787,10.46335845,27.71893831,,4.319430991,1.892221807,4.35870726,4.954229091,2.420916642,5.039384741,677.9455804,424.5385144,45.04344566,208.3636204,23.25123612
2512,2C_SSP2,529,2.0,15,0.945466,0.985457,1.13965,4.30375,0.973323,0.941163,0.949977,0.955083,1.11843,1.23779,1.04258,0.978941,0.995905,1.14948,1.05829,0.999332,1.10027,4.2,2050,2.081670801,2.291199968,385.5681495,1482.359945,354.6448642,-2.341174505,-8.58508691,256.3949392,46.14873471,,13.33722391,1.891665006,4.809377603,10.80922141,1.933,8.455950176,793.01445,336.1495299,49.6818948,407.1830253,31.52046461
2513,2C_SSP2,530,2.0,15,1.12796,1.00104,0.988657,4.36226,1.06879,1.12919,0.961741,0.955697,1.19796,1.01613,1.09912,1.02847,1.00802,0.894962,1.14281,1.03644,1.152,2.2,2050,1.722025784,3.62813063,493.8273337,1647.125296,355.6788392,8.137747129,29.84111872,39.10699485,37.83492655,,2.175991388,2.074062511,4.185872496,11.62491886,2.641493873,9.649908865,855.4748304,536.102434,43.26393893,276.1084575,27.94954951
2514,2C_SSP2,531,2.0,15,1.1622,0.999502,1.05129,4.3722,0.866894,1.25009,1.06895,1.11092,1.13241,1.04992,1.12175,1.07281,1.23014,0.976307,1.05501,0.985793,1.13546,2.8,2050,1.909856988,3.215360895,461.5533138,1551.694322,355.2662252,4.181440583,15.33334262,69.49111701,31.34983542,,1.952159691,1.952267037,4.743521353,7.983970947,2.638495184,6.766991498,689.2998381,389.4142209,49.00549156,250.8801256,24.20854392
2515,2C_SSP2,532,2.0,15,1.02045,0.976671,1.02492,3.39139,0.910262,1.05266,1.07667,0.814911,1.07781,1.02765,1.12989,0.890581,1.09963,1.1628,0.919935,1.01983,1.13468,2.3,2050,1.736688916,3.478849955,482.1962347,1612.433498,355.3853494,6.374193031,23.37416584,30.25593808,29.61814648,,1.803908167,1.900903497,4.440317328,7.203925531,2.527716162,6.16261417,677.721828,401.2711717,45.88370292,230.5669534,22.36871887
2516,2C_SSP2,533,2.0,15,1.11058,1.01935,0.999693,3.98014,1.00408,1.03676,1.07408,1.01665,1.2868,1.16401,1.02222,1.20118,1.06227,1.05066,1.1388,0.904205,1.17156,2.7,2050,1.887464626,3.297859603,467.7569116,1580.302216,355.3716112,5.161600123,18.92758765,70.33111166,36.7787725,,2.288604207,1.969457999,4.525993062,11.28892544,2.680937564,8.683392439,791.5835012,452.250431,46.76582028,292.5672499,26.09360457
2517,2C_SSP2,534,2.0,15,1.03685,1.05608,0.83201,3.95498,0.879266,1.08692,1.06516,1.00417,1.15285,0.943349,1.07852,0.90901,1.1167,1.09479,1.15389,0.992325,1.01491,3.8,2050,2.021080061,2.471370315,400.5772486,1488.249244,354.7561706,-0.531753358,-1.949939564,211.1118915,36.84633622,,9.546861095,1.894799734,4.409354286,7.680534592,2.171913343,6.334594087,686.9173179,329.7392264,45.56325473,311.6148368,25.5520017
